"id","from_user","to_user","message","date","read","deleted"
"London WC1B 5BU MAP",,,,,,
"&bull; Time - 18:00 till late",,,,,,
"&bull; Food and at least 1 drink included in the ticket",,,,,,
"&bull; Tickets: &pound;89 Non-members / &pound;59 members",,,,,,
"The SPECIAL OFFER for Voiceover Studio Finder Subscribers is: &pound;69",,,,,,
"This is a limited-time offer and ends in 24 hours or while tickets last.",,,,,,
"This is a fantastic opportunity to meet fellow voiceover actors, network with top-industry producers, directors, casting directors, agents and enjoy some BBQ food and drink, live entertainment all in a beautiful outdoor garden located in the heart of London.",,,,,,
"BOOK HERE",,,,,,
"https://www.thevoiceovernetwork.co.uk/events/public/the-voiceover-network-big-summer-party-2017",,,,,,
"@NetworkVO for #VONDSummer16","2017-05-26 19:49:45","0","0",,,
"2797","1","2259","Dear Voiceover Studio Finder subscribers,",,,
"Our friends at https://www.thevoiceovernetwork.co.uk have a very special event coming up and have given us a DISCOUNT TICKETS to the...",,,,,,
"BIG VOND Summer Party 2017.",,,,,,
"On 16th June 2017, the voiceover elite will descend upon a beautiful garden in Central London to celebrate this wonderful industry we are all a part of.",,,,,,
"A night to enjoy great company, delicious BBQ food and tasty summer drinks, fantastic entertainment, raising money for a very special charity all in a stunning venue.",,,,,,
"The VoiceOver Network events are legendary within the voiceover world.",,,,,,
"Food will include a delicious BBQ with salads, desserts and more. ",,,,,,
"Entertainment will include live music and we will also have a top DJ joining us. He has played at some of the biggest clubs in London including Ministry of Sound.",,,,,,
"Plus we will have some surprises thrown in too!!!!!",,,,,,
"Plus this event ticket and all expenses associated with it can be claimed against tax as it&#039;s a work and industry event!",,,,,,
"Details:",,,,,,
"&bull; Venue - Grange White Hall Hotel, 2-5 Montague Street, Bloomsbury,",,,,,,
"London WC1B 5BU MAP",,,,,,
"&bull; Time - 18:00 till late",,,,,,
"&bull; Food and at least 1 drink included in the ticket",,,,,,
"&bull; Tickets: &pound;89 Non-members / &pound;59 members",,,,,,
"The SPECIAL OFFER for Voiceover Studio Finder Subscribers is: &pound;69",,,,,,
"This is a limited-time offer and ends in 24 hours or while tickets last.",,,,,,
"This is a fantastic opportunity to meet fellow voiceover actors, network with top-industry producers, directors, casting directors, agents and enjoy some BBQ food and drink, live entertainment all in a beautiful outdoor garden located in the heart of London.",,,,,,
"BOOK HERE",,,,,,
"https://www.thevoiceovernetwork.co.uk/events/public/the-voiceover-network-big-summer-party-2017",,,,,,
"@NetworkVO for #VONDSummer16","2017-05-26 19:49:45","0","0",,,
"2798","1","2261","Dear Voiceover Studio Finder subscribers,",,,
"Our friends at https://www.thevoiceovernetwork.co.uk have a very special event coming up and have given us a DISCOUNT TICKETS to the...",,,,,,
"BIG VOND Summer Party 2017.",,,,,,
"On 16th June 2017, the voiceover elite will descend upon a beautiful garden in Central London to celebrate this wonderful industry we are all a part of.",,,,,,
"A night to enjoy great company, delicious BBQ food and tasty summer drinks, fantastic entertainment, raising money for a very special charity all in a stunning venue.",,,,,,
"The VoiceOver Network events are legendary within the voiceover world.",,,,,,
"Food will include a delicious BBQ with salads, desserts and more. ",,,,,,
"Entertainment will include live music and we will also have a top DJ joining us. He has played at some of the biggest clubs in London including Ministry of Sound.",,,,,,
"Plus we will have some surprises thrown in too!!!!!",,,,,,
"Plus this event ticket and all expenses associated with it can be claimed against tax as it&#039;s a work and industry event!",,,,,,
"Details:",,,,,,
"&bull; Venue - Grange White Hall Hotel, 2-5 Montague Street, Bloomsbury,",,,,,,
"London WC1B 5BU MAP",,,,,,
"&bull; Time - 18:00 till late",,,,,,
"&bull; Food and at least 1 drink included in the ticket",,,,,,
"&bull; Tickets: &pound;89 Non-members / &pound;59 members",,,,,,
"The SPECIAL OFFER for Voiceover Studio Finder Subscribers is: &pound;69",,,,,,
"This is a limited-time offer and ends in 24 hours or while tickets last.",,,,,,
"This is a fantastic opportunity to meet fellow voiceover actors, network with top-industry producers, directors, casting directors, agents and enjoy some BBQ food and drink, live entertainment all in a beautiful outdoor garden located in the heart of London.",,,,,,
"BOOK HERE",,,,,,
"https://www.thevoiceovernetwork.co.uk/events/public/the-voiceover-network-big-summer-party-2017",,,,,,
"@NetworkVO for #VONDSummer16","2017-05-26 19:49:46","0","0",,,
"2799","1","2262","Dear Voiceover Studio Finder subscribers,",,,
"Our friends at https://www.thevoiceovernetwork.co.uk have a very special event coming up and have given us a DISCOUNT TICKETS to the...",,,,,,
"BIG VOND Summer Party 2017.",,,,,,
"On 16th June 2017, the voiceover elite will descend upon a beautiful garden in Central London to celebrate this wonderful industry we are all a part of.",,,,,,
"A night to enjoy great company, delicious BBQ food and tasty summer drinks, fantastic entertainment, raising money for a very special charity all in a stunning venue.",,,,,,
"The VoiceOver Network events are legendary within the voiceover world.",,,,,,
"Food will include a delicious BBQ with salads, desserts and more. ",,,,,,
"Entertainment will include live music and we will also have a top DJ joining us. He has played at some of the biggest clubs in London including Ministry of Sound.",,,,,,
"Plus we will have some surprises thrown in too!!!!!",,,,,,
"Plus this event ticket and all expenses associated with it can be claimed against tax as it&#039;s a work and industry event!",,,,,,
"Details:",,,,,,
"&bull; Venue - Grange White Hall Hotel, 2-5 Montague Street, Bloomsbury,",,,,,,
"London WC1B 5BU MAP",,,,,,
"&bull; Time - 18:00 till late",,,,,,
"&bull; Food and at least 1 drink included in the ticket",,,,,,
"&bull; Tickets: &pound;89 Non-members / &pound;59 members",,,,,,
"The SPECIAL OFFER for Voiceover Studio Finder Subscribers is: &pound;69",,,,,,
"This is a limited-time offer and ends in 24 hours or while tickets last.",,,,,,
"This is a fantastic opportunity to meet fellow voiceover actors, network with top-industry producers, directors, casting directors, agents and enjoy some BBQ food and drink, live entertainment all in a beautiful outdoor garden located in the heart of London.",,,,,,
"BOOK HERE",,,,,,
"https://www.thevoiceovernetwork.co.uk/events/public/the-voiceover-network-big-summer-party-2017",,,,,,
"@NetworkVO for #VONDSummer16","2017-05-26 19:49:46","0","0",,,
"2800","1","2263","Dear Voiceover Studio Finder subscribers,",,,
"Our friends at https://www.thevoiceovernetwork.co.uk have a very special event coming up and have given us a DISCOUNT TICKETS to the...",,,,,,
"BIG VOND Summer Party 2017.",,,,,,
"On 16th June 2017, the voiceover elite will descend upon a beautiful garden in Central London to celebrate this wonderful industry we are all a part of.",,,,,,
"A night to enjoy great company, delicious BBQ food and tasty summer drinks, fantastic entertainment, raising money for a very special charity all in a stunning venue.",,,,,,
"The VoiceOver Network events are legendary within the voiceover world.",,,,,,
"Food will include a delicious BBQ with salads, desserts and more. ",,,,,,
"Entertainment will include live music and we will also have a top DJ joining us. He has played at some of the biggest clubs in London including Ministry of Sound.",,,,,,
"Plus we will have some surprises thrown in too!!!!!",,,,,,
"Plus this event ticket and all expenses associated with it can be claimed against tax as it&#039;s a work and industry event!",,,,,,
"Details:",,,,,,
"&bull; Venue - Grange White Hall Hotel, 2-5 Montague Street, Bloomsbury,",,,,,,
"London WC1B 5BU MAP",,,,,,
"&bull; Time - 18:00 till late",,,,,,
"&bull; Food and at least 1 drink included in the ticket",,,,,,
"&bull; Tickets: &pound;89 Non-members / &pound;59 members",,,,,,
"The SPECIAL OFFER for Voiceover Studio Finder Subscribers is: &pound;69",,,,,,
"This is a limited-time offer and ends in 24 hours or while tickets last.",,,,,,
"This is a fantastic opportunity to meet fellow voiceover actors, network with top-industry producers, directors, casting directors, agents and enjoy some BBQ food and drink, live entertainment all in a beautiful outdoor garden located in the heart of London.",,,,,,
"BOOK HERE",,,,,,
"https://www.thevoiceovernetwork.co.uk/events/public/the-voiceover-network-big-summer-party-2017",,,,,,
"@NetworkVO for #VONDSummer16","2017-05-26 19:49:46","0","0",,,
"2802","1","2265","Dear Voiceover Studio Finder subscribers,",,,
"Our friends at https://www.thevoiceovernetwork.co.uk have a very special event coming up and have given us a DISCOUNT TICKETS to the...",,,,,,
"BIG VOND Summer Party 2017.",,,,,,
"On 16th June 2017, the voiceover elite will descend upon a beautiful garden in Central London to celebrate this wonderful industry we are all a part of.",,,,,,
"A night to enjoy great company, delicious BBQ food and tasty summer drinks, fantastic entertainment, raising money for a very special charity all in a stunning venue.",,,,,,
"The VoiceOver Network events are legendary within the voiceover world.",,,,,,
"Food will include a delicious BBQ with salads, desserts and more. ",,,,,,
"Entertainment will include live music and we will also have a top DJ joining us. He has played at some of the biggest clubs in London including Ministry of Sound.",,,,,,
"Plus we will have some surprises thrown in too!!!!!",,,,,,
"Plus this event ticket and all expenses associated with it can be claimed against tax as it&#039;s a work and industry event!",,,,,,
"Details:",,,,,,
"&bull; Venue - Grange White Hall Hotel, 2-5 Montague Street, Bloomsbury,",,,,,,
"London WC1B 5BU MAP",,,,,,
"&bull; Time - 18:00 till late",,,,,,
"&bull; Food and at least 1 drink included in the ticket",,,,,,
"&bull; Tickets: &pound;89 Non-members / &pound;59 members",,,,,,
"The SPECIAL OFFER for Voiceover Studio Finder Subscribers is: &pound;69",,,,,,
"This is a limited-time offer and ends in 24 hours or while tickets last.",,,,,,
"This is a fantastic opportunity to meet fellow voiceover actors, network with top-industry producers, directors, casting directors, agents and enjoy some BBQ food and drink, live entertainment all in a beautiful outdoor garden located in the heart of London.",,,,,,
"BOOK HERE",,,,,,
"https://www.thevoiceovernetwork.co.uk/events/public/the-voiceover-network-big-summer-party-2017",,,,,,
"@NetworkVO for #VONDSummer16","2017-05-26 19:49:46","1","0",,,
"2803","1","2266","Dear Voiceover Studio Finder subscribers,",,,
"Our friends at https://www.thevoiceovernetwork.co.uk have a very special event coming up and have given us a DISCOUNT TICKETS to the...",,,,,,
"BIG VOND Summer Party 2017.",,,,,,
"On 16th June 2017, the voiceover elite will descend upon a beautiful garden in Central London to celebrate this wonderful industry we are all a part of.",,,,,,
"A night to enjoy great company, delicious BBQ food and tasty summer drinks, fantastic entertainment, raising money for a very special charity all in a stunning venue.",,,,,,
"The VoiceOver Network events are legendary within the voiceover world.",,,,,,
"Food will include a delicious BBQ with salads, desserts and more. ",,,,,,
"Entertainment will include live music and we will also have a top DJ joining us. He has played at some of the biggest clubs in London including Ministry of Sound.",,,,,,
"Plus we will have some surprises thrown in too!!!!!",,,,,,
"Plus this event ticket and all expenses associated with it can be claimed against tax as it&#039;s a work and industry event!",,,,,,
"Details:",,,,,,
"&bull; Venue - Grange White Hall Hotel, 2-5 Montague Street, Bloomsbury,",,,,,,
"London WC1B 5BU MAP",,,,,,
"&bull; Time - 18:00 till late",,,,,,
"&bull; Food and at least 1 drink included in the ticket",,,,,,
"&bull; Tickets: &pound;89 Non-members / &pound;59 members",,,,,,
"The SPECIAL OFFER for Voiceover Studio Finder Subscribers is: &pound;69",,,,,,
"This is a limited-time offer and ends in 24 hours or while tickets last.",,,,,,
"This is a fantastic opportunity to meet fellow voiceover actors, network with top-industry producers, directors, casting directors, agents and enjoy some BBQ food and drink, live entertainment all in a beautiful outdoor garden located in the heart of London.",,,,,,
"BOOK HERE",,,,,,
"https://www.thevoiceovernetwork.co.uk/events/public/the-voiceover-network-big-summer-party-2017",,,,,,
"@NetworkVO for #VONDSummer16","2017-05-26 19:49:46","0","0",,,
"2805","1","2268","Dear Voiceover Studio Finder subscribers,",,,
"Our friends at https://www.thevoiceovernetwork.co.uk have a very special event coming up and have given us a DISCOUNT TICKETS to the...",,,,,,
"BIG VOND Summer Party 2017.",,,,,,
"On 16th June 2017, the voiceover elite will descend upon a beautiful garden in Central London to celebrate this wonderful industry we are all a part of.",,,,,,
"A night to enjoy great company, delicious BBQ food and tasty summer drinks, fantastic entertainment, raising money for a very special charity all in a stunning venue.",,,,,,
"The VoiceOver Network events are legendary within the voiceover world.",,,,,,
"Food will include a delicious BBQ with salads, desserts and more. ",,,,,,
"Entertainment will include live music and we will also have a top DJ joining us. He has played at some of the biggest clubs in London including Ministry of Sound.",,,,,,
"Plus we will have some surprises thrown in too!!!!!",,,,,,
"Plus this event ticket and all expenses associated with it can be claimed against tax as it&#039;s a work and industry event!",,,,,,
"Details:",,,,,,
"&bull; Venue - Grange White Hall Hotel, 2-5 Montague Street, Bloomsbury,",,,,,,
"London WC1B 5BU MAP",,,,,,
"&bull; Time - 18:00 till late",,,,,,
"&bull; Food and at least 1 drink included in the ticket",,,,,,
"&bull; Tickets: &pound;89 Non-members / &pound;59 members",,,,,,
"The SPECIAL OFFER for Voiceover Studio Finder Subscribers is: &pound;69",,,,,,
"This is a limited-time offer and ends in 24 hours or while tickets last.",,,,,,
"This is a fantastic opportunity to meet fellow voiceover actors, network with top-industry producers, directors, casting directors, agents and enjoy some BBQ food and drink, live entertainment all in a beautiful outdoor garden located in the heart of London.",,,,,,
"BOOK HERE",,,,,,
"https://www.thevoiceovernetwork.co.uk/events/public/the-voiceover-network-big-summer-party-2017",,,,,,
"@NetworkVO for #VONDSummer16","2017-05-26 19:49:46","0","0",,,
"2807","1","2270","Dear Voiceover Studio Finder subscribers,",,,
"Our friends at https://www.thevoiceovernetwork.co.uk have a very special event coming up and have given us a DISCOUNT TICKETS to the...",,,,,,
"BIG VOND Summer Party 2017.",,,,,,
"On 16th June 2017, the voiceover elite will descend upon a beautiful garden in Central London to celebrate this wonderful industry we are all a part of.",,,,,,
"A night to enjoy great company, delicious BBQ food and tasty summer drinks, fantastic entertainment, raising money for a very special charity all in a stunning venue.",,,,,,
"The VoiceOver Network events are legendary within the voiceover world.",,,,,,
"Food will include a delicious BBQ with salads, desserts and more. ",,,,,,
"Entertainment will include live music and we will also have a top DJ joining us. He has played at some of the biggest clubs in London including Ministry of Sound.",,,,,,
"Plus we will have some surprises thrown in too!!!!!",,,,,,
"Plus this event ticket and all expenses associated with it can be claimed against tax as it&#039;s a work and industry event!",,,,,,
"Details:",,,,,,
"&bull; Venue - Grange White Hall Hotel, 2-5 Montague Street, Bloomsbury,",,,,,,
"London WC1B 5BU MAP",,,,,,
"&bull; Time - 18:00 till late",,,,,,
"&bull; Food and at least 1 drink included in the ticket",,,,,,
"&bull; Tickets: &pound;89 Non-members / &pound;59 members",,,,,,
"The SPECIAL OFFER for Voiceover Studio Finder Subscribers is: &pound;69",,,,,,
"This is a limited-time offer and ends in 24 hours or while tickets last.",,,,,,
"This is a fantastic opportunity to meet fellow voiceover actors, network with top-industry producers, directors, casting directors, agents and enjoy some BBQ food and drink, live entertainment all in a beautiful outdoor garden located in the heart of London.",,,,,,
"BOOK HERE",,,,,,
"https://www.thevoiceovernetwork.co.uk/events/public/the-voiceover-network-big-summer-party-2017",,,,,,
"@NetworkVO for #VONDSummer16","2017-05-26 19:49:46","0","0",,,
"2808","1","2271","Dear Voiceover Studio Finder subscribers,",,,
"Our friends at https://www.thevoiceovernetwork.co.uk have a very special event coming up and have given us a DISCOUNT TICKETS to the...",,,,,,
"BIG VOND Summer Party 2017.",,,,,,
"On 16th June 2017, the voiceover elite will descend upon a beautiful garden in Central London to celebrate this wonderful industry we are all a part of.",,,,,,
"A night to enjoy great company, delicious BBQ food and tasty summer drinks, fantastic entertainment, raising money for a very special charity all in a stunning venue.",,,,,,
"The VoiceOver Network events are legendary within the voiceover world.",,,,,,
"Food will include a delicious BBQ with salads, desserts and more. ",,,,,,
"Entertainment will include live music and we will also have a top DJ joining us. He has played at some of the biggest clubs in London including Ministry of Sound.",,,,,,
"Plus we will have some surprises thrown in too!!!!!",,,,,,
"Plus this event ticket and all expenses associated with it can be claimed against tax as it&#039;s a work and industry event!",,,,,,
"Details:",,,,,,
"&bull; Venue - Grange White Hall Hotel, 2-5 Montague Street, Bloomsbury,",,,,,,
"London WC1B 5BU MAP",,,,,,
"&bull; Time - 18:00 till late",,,,,,
"&bull; Food and at least 1 drink included in the ticket",,,,,,
"&bull; Tickets: &pound;89 Non-members / &pound;59 members",,,,,,
"The SPECIAL OFFER for Voiceover Studio Finder Subscribers is: &pound;69",,,,,,
"This is a limited-time offer and ends in 24 hours or while tickets last.",,,,,,
"This is a fantastic opportunity to meet fellow voiceover actors, network with top-industry producers, directors, casting directors, agents and enjoy some BBQ food and drink, live entertainment all in a beautiful outdoor garden located in the heart of London.",,,,,,
"BOOK HERE",,,,,,
"https://www.thevoiceovernetwork.co.uk/events/public/the-voiceover-network-big-summer-party-2017",,,,,,
"@NetworkVO for #VONDSummer16","2017-05-26 19:49:46","0","0",,,
"2811","1","2274","Dear Voiceover Studio Finder subscribers,",,,
"Our friends at https://www.thevoiceovernetwork.co.uk have a very special event coming up and have given us a DISCOUNT TICKETS to the...",,,,,,
"BIG VOND Summer Party 2017.",,,,,,
"On 16th June 2017, the voiceover elite will descend upon a beautiful garden in Central London to celebrate this wonderful industry we are all a part of.",,,,,,
"A night to enjoy great company, delicious BBQ food and tasty summer drinks, fantastic entertainment, raising money for a very special charity all in a stunning venue.",,,,,,
"The VoiceOver Network events are legendary within the voiceover world.",,,,,,
"Food will include a delicious BBQ with salads, desserts and more. ",,,,,,
"Entertainment will include live music and we will also have a top DJ joining us. He has played at some of the biggest clubs in London including Ministry of Sound.",,,,,,
"Plus we will have some surprises thrown in too!!!!!",,,,,,
"Plus this event ticket and all expenses associated with it can be claimed against tax as it&#039;s a work and industry event!",,,,,,
"Details:",,,,,,
"&bull; Venue - Grange White Hall Hotel, 2-5 Montague Street, Bloomsbury,",,,,,,
"London WC1B 5BU MAP",,,,,,
"&bull; Time - 18:00 till late",,,,,,
"&bull; Food and at least 1 drink included in the ticket",,,,,,
"&bull; Tickets: &pound;89 Non-members / &pound;59 members",,,,,,
"The SPECIAL OFFER for Voiceover Studio Finder Subscribers is: &pound;69",,,,,,
"This is a limited-time offer and ends in 24 hours or while tickets last.",,,,,,
"This is a fantastic opportunity to meet fellow voiceover actors, network with top-industry producers, directors, casting directors, agents and enjoy some BBQ food and drink, live entertainment all in a beautiful outdoor garden located in the heart of London.",,,,,,
"BOOK HERE",,,,,,
"https://www.thevoiceovernetwork.co.uk/events/public/the-voiceover-network-big-summer-party-2017",,,,,,
"@NetworkVO for #VONDSummer16","2017-05-26 19:49:46","0","0",,,
"2812","1","2275","Dear Voiceover Studio Finder subscribers,",,,
"Our friends at https://www.thevoiceovernetwork.co.uk have a very special event coming up and have given us a DISCOUNT TICKETS to the...",,,,,,
"BIG VOND Summer Party 2017.",,,,,,
"On 16th June 2017, the voiceover elite will descend upon a beautiful garden in Central London to celebrate this wonderful industry we are all a part of.",,,,,,
"A night to enjoy great company, delicious BBQ food and tasty summer drinks, fantastic entertainment, raising money for a very special charity all in a stunning venue.",,,,,,
"The VoiceOver Network events are legendary within the voiceover world.",,,,,,
"Food will include a delicious BBQ with salads, desserts and more. ",,,,,,
"Entertainment will include live music and we will also have a top DJ joining us. He has played at some of the biggest clubs in London including Ministry of Sound.",,,,,,
"Plus we will have some surprises thrown in too!!!!!",,,,,,
"Plus this event ticket and all expenses associated with it can be claimed against tax as it&#039;s a work and industry event!",,,,,,
"Details:",,,,,,
"&bull; Venue - Grange White Hall Hotel, 2-5 Montague Street, Bloomsbury,",,,,,,
"London WC1B 5BU MAP",,,,,,
"&bull; Time - 18:00 till late",,,,,,
"&bull; Food and at least 1 drink included in the ticket",,,,,,
"&bull; Tickets: &pound;89 Non-members / &pound;59 members",,,,,,
"The SPECIAL OFFER for Voiceover Studio Finder Subscribers is: &pound;69",,,,,,
"This is a limited-time offer and ends in 24 hours or while tickets last.",,,,,,
"This is a fantastic opportunity to meet fellow voiceover actors, network with top-industry producers, directors, casting directors, agents and enjoy some BBQ food and drink, live entertainment all in a beautiful outdoor garden located in the heart of London.",,,,,,
"BOOK HERE",,,,,,
"https://www.thevoiceovernetwork.co.uk/events/public/the-voiceover-network-big-summer-party-2017",,,,,,
"@NetworkVO for #VONDSummer16","2017-05-26 19:49:46","0","0",,,
"2813","1","2276","Dear Voiceover Studio Finder subscribers,",,,
"Our friends at https://www.thevoiceovernetwork.co.uk have a very special event coming up and have given us a DISCOUNT TICKETS to the...",,,,,,
"BIG VOND Summer Party 2017.",,,,,,
"On 16th June 2017, the voiceover elite will descend upon a beautiful garden in Central London to celebrate this wonderful industry we are all a part of.",,,,,,
"A night to enjoy great company, delicious BBQ food and tasty summer drinks, fantastic entertainment, raising money for a very special charity all in a stunning venue.",,,,,,
"The VoiceOver Network events are legendary within the voiceover world.",,,,,,
"Food will include a delicious BBQ with salads, desserts and more. ",,,,,,
"Entertainment will include live music and we will also have a top DJ joining us. He has played at some of the biggest clubs in London including Ministry of Sound.",,,,,,
"Plus we will have some surprises thrown in too!!!!!",,,,,,
"Plus this event ticket and all expenses associated with it can be claimed against tax as it&#039;s a work and industry event!",,,,,,
"Details:",,,,,,
"&bull; Venue - Grange White Hall Hotel, 2-5 Montague Street, Bloomsbury,",,,,,,
"London WC1B 5BU MAP",,,,,,
"&bull; Time - 18:00 till late",,,,,,
"&bull; Food and at least 1 drink included in the ticket",,,,,,
"&bull; Tickets: &pound;89 Non-members / &pound;59 members",,,,,,
"The SPECIAL OFFER for Voiceover Studio Finder Subscribers is: &pound;69",,,,,,
"This is a limited-time offer and ends in 24 hours or while tickets last.",,,,,,
"This is a fantastic opportunity to meet fellow voiceover actors, network with top-industry producers, directors, casting directors, agents and enjoy some BBQ food and drink, live entertainment all in a beautiful outdoor garden located in the heart of London.",,,,,,
"BOOK HERE",,,,,,
"https://www.thevoiceovernetwork.co.uk/events/public/the-voiceover-network-big-summer-party-2017",,,,,,
"@NetworkVO for #VONDSummer16","2017-05-26 19:49:46","0","0",,,
"2816","1","2279","Dear Voiceover Studio Finder subscribers,",,,
"Our friends at https://www.thevoiceovernetwork.co.uk have a very special event coming up and have given us a DISCOUNT TICKETS to the...",,,,,,
"BIG VOND Summer Party 2017.",,,,,,
"On 16th June 2017, the voiceover elite will descend upon a beautiful garden in Central London to celebrate this wonderful industry we are all a part of.",,,,,,
"A night to enjoy great company, delicious BBQ food and tasty summer drinks, fantastic entertainment, raising money for a very special charity all in a stunning venue.",,,,,,
"The VoiceOver Network events are legendary within the voiceover world.",,,,,,
"Food will include a delicious BBQ with salads, desserts and more. ",,,,,,
"Entertainment will include live music and we will also have a top DJ joining us. He has played at some of the biggest clubs in London including Ministry of Sound.",,,,,,
"Plus we will have some surprises thrown in too!!!!!",,,,,,
"Plus this event ticket and all expenses associated with it can be claimed against tax as it&#039;s a work and industry event!",,,,,,
"Details:",,,,,,
"&bull; Venue - Grange White Hall Hotel, 2-5 Montague Street, Bloomsbury,",,,,,,
"London WC1B 5BU MAP",,,,,,
"&bull; Time - 18:00 till late",,,,,,
"&bull; Food and at least 1 drink included in the ticket",,,,,,
"&bull; Tickets: &pound;89 Non-members / &pound;59 members",,,,,,
"The SPECIAL OFFER for Voiceover Studio Finder Subscribers is: &pound;69",,,,,,
"This is a limited-time offer and ends in 24 hours or while tickets last.",,,,,,
"This is a fantastic opportunity to meet fellow voiceover actors, network with top-industry producers, directors, casting directors, agents and enjoy some BBQ food and drink, live entertainment all in a beautiful outdoor garden located in the heart of London.",,,,,,
"BOOK HERE",,,,,,
"https://www.thevoiceovernetwork.co.uk/events/public/the-voiceover-network-big-summer-party-2017",,,,,,
"@NetworkVO for #VONDSummer16","2017-05-26 19:49:46","1","0",,,
"2818","1","2281","Dear Voiceover Studio Finder subscribers,",,,
"Our friends at https://www.thevoiceovernetwork.co.uk have a very special event coming up and have given us a DISCOUNT TICKETS to the...",,,,,,
"BIG VOND Summer Party 2017.",,,,,,
"On 16th June 2017, the voiceover elite will descend upon a beautiful garden in Central London to celebrate this wonderful industry we are all a part of.",,,,,,
"A night to enjoy great company, delicious BBQ food and tasty summer drinks, fantastic entertainment, raising money for a very special charity all in a stunning venue.",,,,,,
"The VoiceOver Network events are legendary within the voiceover world.",,,,,,
"Food will include a delicious BBQ with salads, desserts and more. ",,,,,,
"Entertainment will include live music and we will also have a top DJ joining us. He has played at some of the biggest clubs in London including Ministry of Sound.",,,,,,
"Plus we will have some surprises thrown in too!!!!!",,,,,,
"Plus this event ticket and all expenses associated with it can be claimed against tax as it&#039;s a work and industry event!",,,,,,
"Details:",,,,,,
"&bull; Venue - Grange White Hall Hotel, 2-5 Montague Street, Bloomsbury,",,,,,,
"London WC1B 5BU MAP",,,,,,
"&bull; Time - 18:00 till late",,,,,,
"&bull; Food and at least 1 drink included in the ticket",,,,,,
"&bull; Tickets: &pound;89 Non-members / &pound;59 members",,,,,,
"The SPECIAL OFFER for Voiceover Studio Finder Subscribers is: &pound;69",,,,,,
"This is a limited-time offer and ends in 24 hours or while tickets last.",,,,,,
"This is a fantastic opportunity to meet fellow voiceover actors, network with top-industry producers, directors, casting directors, agents and enjoy some BBQ food and drink, live entertainment all in a beautiful outdoor garden located in the heart of London.",,,,,,
"BOOK HERE",,,,,,
"https://www.thevoiceovernetwork.co.uk/events/public/the-voiceover-network-big-summer-party-2017",,,,,,
"@NetworkVO for #VONDSummer16","2017-05-26 19:49:46","1","0",,,
"2820","1","2284","Dear Voiceover Studio Finder subscribers,",,,
"Our friends at https://www.thevoiceovernetwork.co.uk have a very special event coming up and have given us a DISCOUNT TICKETS to the...",,,,,,
"BIG VOND Summer Party 2017.",,,,,,
"On 16th June 2017, the voiceover elite will descend upon a beautiful garden in Central London to celebrate this wonderful industry we are all a part of.",,,,,,
"A night to enjoy great company, delicious BBQ food and tasty summer drinks, fantastic entertainment, raising money for a very special charity all in a stunning venue.",,,,,,
"The VoiceOver Network events are legendary within the voiceover world.",,,,,,
"Food will include a delicious BBQ with salads, desserts and more. ",,,,,,
"Entertainment will include live music and we will also have a top DJ joining us. He has played at some of the biggest clubs in London including Ministry of Sound.",,,,,,
"Plus we will have some surprises thrown in too!!!!!",,,,,,
"Plus this event ticket and all expenses associated with it can be claimed against tax as it&#039;s a work and industry event!",,,,,,
"Details:",,,,,,
"&bull; Venue - Grange White Hall Hotel, 2-5 Montague Street, Bloomsbury,",,,,,,
"London WC1B 5BU MAP",,,,,,
"&bull; Time - 18:00 till late",,,,,,
"&bull; Food and at least 1 drink included in the ticket",,,,,,
"&bull; Tickets: &pound;89 Non-members / &pound;59 members",,,,,,
"The SPECIAL OFFER for Voiceover Studio Finder Subscribers is: &pound;69",,,,,,
"This is a limited-time offer and ends in 24 hours or while tickets last.",,,,,,
"This is a fantastic opportunity to meet fellow voiceover actors, network with top-industry producers, directors, casting directors, agents and enjoy some BBQ food and drink, live entertainment all in a beautiful outdoor garden located in the heart of London.",,,,,,
"BOOK HERE",,,,,,
"https://www.thevoiceovernetwork.co.uk/events/public/the-voiceover-network-big-summer-party-2017",,,,,,
"@NetworkVO for #VONDSummer16","2017-05-26 19:49:46","0","0",,,
"2822","1","2286","Dear Voiceover Studio Finder subscribers,",,,
"Our friends at https://www.thevoiceovernetwork.co.uk have a very special event coming up and have given us a DISCOUNT TICKETS to the...",,,,,,
"BIG VOND Summer Party 2017.",,,,,,
"On 16th June 2017, the voiceover elite will descend upon a beautiful garden in Central London to celebrate this wonderful industry we are all a part of.",,,,,,
"A night to enjoy great company, delicious BBQ food and tasty summer drinks, fantastic entertainment, raising money for a very special charity all in a stunning venue.",,,,,,
"The VoiceOver Network events are legendary within the voiceover world.",,,,,,
"Food will include a delicious BBQ with salads, desserts and more. ",,,,,,
"Entertainment will include live music and we will also have a top DJ joining us. He has played at some of the biggest clubs in London including Ministry of Sound.",,,,,,
"Plus we will have some surprises thrown in too!!!!!",,,,,,
"Plus this event ticket and all expenses associated with it can be claimed against tax as it&#039;s a work and industry event!",,,,,,
"Details:",,,,,,
"&bull; Venue - Grange White Hall Hotel, 2-5 Montague Street, Bloomsbury,",,,,,,
"London WC1B 5BU MAP",,,,,,
"&bull; Time - 18:00 till late",,,,,,
"&bull; Food and at least 1 drink included in the ticket",,,,,,
"&bull; Tickets: &pound;89 Non-members / &pound;59 members",,,,,,
"The SPECIAL OFFER for Voiceover Studio Finder Subscribers is: &pound;69",,,,,,
